old;-1
don't;-1
trade;-1
put;-1
hate;-1
sell;-1
bottom;-1
stake;-1
negative;-1
low;-1
falling;-1
selling;-1
risk;-1
pull;-1
sold;-1
weak;-1
bear;-1
downtrend;-1
worst;-1
fall;-1
downgrade;-1
debt;-1
downgraded;-1
loss;-1
lower;-1
short;-1
drop;-1
pullback;-1
bad;-1
small;-1
traded;-1
